full_name,first_name,last_name,country,id,type,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,type_avg,diff_avg,player_avg
Gylfi Sigurðsson,Gylfi,Sigurðsson,Iceland,2795,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.11,0,0.31,1,0.42,0,0.38,0,0.2,0.24,-0.01,0.25
Ragnar Sigurðsson,Ragnar,Sigurðsson,Iceland,2786,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.17,0.03,0.18,0.03,0.07,0,0.03,0.09,0.05,0,0,0,0.05,-0.02,0.04
Ragnar Sigurðsson,Ragnar,Sigurðsson,Iceland,2786,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0.1,0,0.06,0,0.2,0.03,-0.02,0.04
Gunnar Thorvaldsson,Gunnar,Thorvaldsson,Iceland,89711,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,0,0.09,0.24,0.31,0.59,0.53,0.11,0.32,0.1,0.52,0.47,0,-1,0.27,-0.21,0.17
Gunnar Thorvaldsson,Gunnar,Thorvaldsson,Iceland,89711,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2,-1,0.14,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0.06,-0.21,0.17
Arnor Traustason,Arnor,Traustason,Iceland,1966,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.06,0.15,0.2,0.15,0.29,0.25,0.09,0.21,0.21,0.07,0.18,-0.08,0.14
Arnor Traustason,Arnor,Traustason,Iceland,1966,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.62,0,0,0,0,0.1,-0.08,0.14
Robert Brady,Robert,Brady,Ireland,18921,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.07,0.12,0.22,0.09,0.08,0.12,0.18,0,0.06,0.09,0.07,0.13
Robert Brady,Robert,Brady,Ireland,18921,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0,0.5,0,0.21,0,0,0,0.2,0.16,0.07,0.13
Shane Duffy,Shane,Duffy,Ireland,18962,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.09,0,0.03,0.05,0.1,0.11,0,0.12,0.05,0.05,-0.01,0.05
Shane Duffy,Shane,Duffy,Ireland,18962,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0.14,0,0.11,0.04,-0.01,0.05
Jeff Hendrick,Jeff,Hendrick,Ireland,18924,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.07,0.15,0.14,0.19,0.06,0.05,0.06,0.07,0.11,0.09,-0.07,0.06
Jeff Hendrick,Jeff,Hendrick,Ireland,18924,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.08,0,0.11,0.02,-0.07,0.06
Stephen Ireland,Stephen,Ireland,Ireland,90492,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.04,0.12,0.24,0.1,0,0.04,0,0.17,0.15,0,0,0,0,-1,0.06,0.34,0.23
Stephen Ireland,Stephen,Ireland,Ireland,90492,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4,0.34,0.23
Robbie Keane,Robbie,Keane,Ireland,105424,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.42,0.31,0.46,0.48,0.47,0.29,0.36,0.19,0.59,0.6,0.64,0.85,0.52,-1,-1,-1,-1,0.48,-0.06,0.45
Robbie Keane,Robbie,Keane,Ireland,105424,nt,-1,-1,-1,-1,-1,-1,-1,0,0,0.46,0,0.44,0.67,0.42,0,0.45,2,0.4,0.5,0.47,0,0.41,0.75,0.6,-1,0.5,-1,0,-1,-1,0.42,-0.06,0.45
Shane Long,Shane,Long,Ireland,18956,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.27,0.1,0.1,0.23,0.25,0.48,0.24,0.3,0.22,0.17,0.38,0.11,0.06,0.17,0.1,0.21,-0.02,0.2
Shane Long,Shane,Long,Ireland,18956,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0.33,0.33,0.27,0.33,0.07,0,0.28,0,0.09,0,0,0.19,-0.02,0.2
James McClean,James,McClean,Ireland,19507,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.21,0.12,0.08,0.16,0.05,0.06,0.03,0.07,0.19,0.1,0.01,0.11
James McClean,James,McClean,Ireland,19507,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.18,0,0.17,0.33,0.27,0,0,0.11,0.01,0.11
Aiden McGeady,Aiden,McGeady,Ireland,19907,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19,0.12,0.53,0.14,0.16,0.07,0.12,0.22,0.03,0.04,0.07,0.23,0.19,0.32,0.21,0.18,-0.15,0.11
Aiden McGeady,Aiden,McGeady,Ireland,19907,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.1,0.25,0,0,0.14,0,0,-1,-1,0.03,-0.15,0.11
Stephen Ward,Stephen,Ward,Ireland,18919,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15,0,0,0,0.03,0.07,0.05,0.09,0,0.07,0.03,0.04,0,0,0.04,-0.02,0.03
Stephen Ward,Stephen,Ward,Ireland,18919,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.08,0,0,0,0.08,0,0,0,-1,0.02,-0.02,0.03
Mario Balotelli,Mario,Balotelli,Italy,1917,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.47,0.3,0.28,0.36,0.55,0.45,0.44,0.17,0.13,0.61,0.68,0.32,0.26,0.39,-0.12,0.33
Mario Balotelli,Mario,Balotelli,Italy,1917,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,0.3,0.33,0.67,-1,0,-1,0.5,0,-1,0.27,-0.12,0.33
Andrea Belotti,Andrea,Belotti,Italy,30509,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,0,0.4,0.15,0.32,0.74,0.39,0.44,0.5,0.35,-0.16,0.27
Andrea Belotti,Andrea,Belotti,Italy,30509,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.36,0,0.57,0.19,-0.16,0.27
Antonio Candreva,Antonio,Candreva,Italy,202,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0.06,0.05,0.09,0.16,0.14,0.28,0.29,0.28,0.16,0.02,0.09,0.17,0.13,-0.03,0.12
Antonio Candreva,Antonio,Candreva,Italy,202,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0.33,0.2,0,0.25,-1,-1,0.1,-0.03,0.12
Antonio Cassano,Antonio,Cassano,Italy,115145,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,0.09,0.45,0.34,0.33,0.27,0.21,0.26,0.36,0.25,0.08,0,-1,-1,-1,0.23,-0.05,0.21
Antonio Cassano,Antonio,Cassano,Italy,115145,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.5,-1,0,-1,0,-1,0,0,0.41,-1,0,-1,-1,-1,-1,-1,-1,0.18,-0.05,0.21
Giorgio Chiellini,Giorgio,Chiellini,Italy,856,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.09,0.1,0.14,0.12,0.09,0.05,0.03,0.07,0.02,0.03,0.09,0,0.03,0.2,0.07,-0.02,0.06
Giorgio Chiellini,Giorgio,Chiellini,Italy,856,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.14,0.17,0,0,0,0.17,0.11,0,0.2,0,0.14,0,0,0.05,-0.02,0.06
Daniele De Rossi,Daniele,De Rossi,Italy,779,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,0.09,0.11,0.07,0.22,0.08,0.12,0,0.03,0.09,0.1,0.12,0.06,0.09,0,0.09,0.08,0.13
Daniele De Rossi,Daniele,De Rossi,Italy,779,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.2,0,0.12,0.25,0.18,0,0.12,0.25,0.27,-1,0.2,0.5,0.29,-1,-1,0.17,0.08,0.13
Antonio Di Natale,Antonio,Di Natale,Italy,115141,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28,0.35,0.47,0.52,0.76,0.76,0.67,0.62,0.53,0.53,0.16,-1,-1,-1,-1,0.51,-0.15,0.44
Antonio Di Natale,Antonio,Di Natale,Italy,115141,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0.5,1,0.36,0,0.23,-1,0.17,-1,-1,-1,-1,-1,-1,-1,-1,0.36,-0.15,0.44
Alberto Gilardino,Alberto,Gilardino,Italy,91419,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.39,0.34,0.24,0.56,0.4,0.33,0.26,0.34,0.4,0.29,0.32,0.05,0.38,-1,-1,0.33,0.03,0.35
Alberto Gilardino,Alberto,Gilardino,Italy,91419,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,0.29,0,0.4,0.33,0.36,0,1,0.14,0.33,-1,-1,-1,-1,-1,-1,0.36,0.03,0.35
Ciro Immobile,Ciro,Immobile,Italy,1863,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.14,0.76,0.15,0.64,0.27,0.31,0.63,0.83,0.41,0.91,0.42,-0.23,0.31
Ciro Immobile,Ciro,Immobile,Italy,1863,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0,0,0,0.4,0,0.75,0.19,-0.23,0.31
Lorenzo Insigne,Lorenzo,Insigne,Italy,331,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0.53,0.12,0.17,0.07,0.31,0.41,0.28,0.34,0.28,0.25,0.04,0.27
Lorenzo Insigne,Lorenzo,Insigne,Italy,331,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0.17,0,0.14,0,0.75,0.29,0.04,0.27
Graziano Pellè,Graziano,Pellè,Italy,12765,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.22,0.27,0.14,0.18,0.11,0.3,0.17,0.85,0.79,0.36,0.37,0.25,0.62,0.73,0.46,0.39,0.04,0.41
Graziano Pellè,Graziano,Pellè,Italy,12765,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0.47,-1,0.5,-1,-1,0.43,0.04,0.41
Andrea Pirlo,Andrea,Pirlo,Italy,105405,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,0.06,0.12,0.07,0.02,0.04,0.07,0.11,0.13,0.16,-1,-1,-1,-1,-1,0.09,-0.01,0.09
Andrea Pirlo,Andrea,Pirlo,Italy,105405,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.11,0.25,0.19,0,0.11,0,0.09,0,0.11,0.25,0.07,0,0,-1,-1,-1,-1,0.08,-0.01,0.09
Fabio Quagliarella,Fabio,Quagliarella,Italy,30463,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,0.37,0.32,0.45,0.31,0.5,0.15,0.37,0.17,0.37,0.24,0.31,0.53,0.67,0.41,0.35,-0.13,0.29
Fabio Quagliarella,Fabio,Quagliarella,Italy,30463,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.38,0,0.18,-1,0.5,-1,0,-1,0,-1,-1,-1,0.67,0.22,-0.13,0.29
Luca Toni,Luca,Toni,Italy,115142,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.82,0.55,1.03,0.52,0.22,0.27,0,0.29,0.58,0.59,0.28,-1,-1,-1,-1,0.47,-0.31,0.32
Luca Toni,Luca,Toni,Italy,115142,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2,0.41,0,0.5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.16,-0.31,0.32
Francesco Totti,Francesco,Totti,Italy,91371,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.62,0.68,0.48,0.5,0.81,0.44,0.26,0.32,0.27,0.27,0.31,0.11,-1,-1,-1,0.42,-0.34,0.25
Francesco Totti,Francesco,Totti,Italy,91371,nt,-1,-1,-1,-1,-1,-1,-1,0,0,0.23,0,0.15,0,0.14,0,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,-0.34,0.25
Ibrahim Afellay,Ibrahim,Afellay,Netherlands,72157,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,0.19,0.07,0.41,0.14,0.17,0,0.27,0,0.22,0.08,0,0,0,0,0.11,-0.02,0.1
Ibrahim Afellay,Ibrahim,Afellay,Netherlands,72157,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.42,-1,0,0,0.29,-1,-1,-1,-1,0.09,-0.02,0.1
Ryan Babel,Ryan,Babel,Netherlands,19034,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0.21,0.21,0.1,0.16,0.09,0.14,0.23,0.17,0.31,-1,0.35,0.34,0.36,0.21,0.21,0.06,0.24
Ryan Babel,Ryan,Babel,Netherlands,19034,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.33,0.5,0.06,0,0,0,-1,-1,-1,-1,-1,0.5,0.17,0.17,0.25,0.27,0.06,0.24
Luuk de Jong,Luuk,de Jong,Netherlands,246,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0.35,0.4,0.64,0.26,0,0.58,0.7,0.26,0.43,0.73,0.22,0.39,-0.17,0.31
Luuk de Jong,Luuk,de Jong,Netherlands,246,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.33,-1,0,0,0.5,1,0,0,0.14,0.22,-0.17,0.31
Memphis Depay,Memphis,Depay,Netherlands,667,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.36,0.1,0.33,0.7,0.15,0.19,0.43,0.27,0.68,0.36,0,0.36
Memphis Depay,Memphis,Depay,Netherlands,667,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.22,0.5,0,0.4,0.6,0.33,0.86,0.36,0,0.36
Klaas-Jan Huntelaar,Klaas-Jan,Huntelaar,Netherlands,551,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03,0.74,0.94,0.5,0.23,0.37,1.02,0.46,0.67,0.38,0.4,0.21,0.41,0.58,0.35,0.55,-0.05,0.53
Klaas-Jan Huntelaar,Klaas-Jan,Huntelaar,Netherlands,551,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0.7,0.33,0.38,0.25,0.88,0,0.38,1,0.62,-1,-1,-1,-1,0.5,-0.05,0.53
Vincent Janssen,Vincent,Janssen,Netherlands,183,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28,0.58,0.64,0.17,0.26,0,0.34,0.32,0.24,0.44
Vincent Janssen,Vincent,Janssen,Netherlands,183,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.43,1,0.25,-1,-1,0.56,0.24,0.44
Davy Klaassen,Davy,Klaassen,Netherlands,25321,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0,0.29,0.19,0.37,0.4,0,0.18,0.24,0.2,0.17,0.29
Davy Klaassen,Davy,Klaassen,Netherlands,25321,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0.2,0.5,0.14,-1,-1,0.37,0.17,0.29
Dirk Kuyt,Dirk,Kuyt,Netherlands,93990,club,-1,-1,-1,-1,-1,-1,-1,-1,0.18,0.19,0.41,0.21,0.59,0.59,0.85,0.67,0.29,0.23,0.29,0.21,0.37,0.11,0.3,0.27,0.27,0.61,0.39,0,-1,-1,0.35,-0.19,0.26
Dirk Kuyt,Dirk,Kuyt,Netherlands,93990,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.2,0.25,0.24,0.17,0.32,0.4,0.38,0,0,-1,0,-1,-1,-1,-1,0.16,-0.19,0.26
Luciano Narsingh,Luciano,Narsingh,Netherlands,19339,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.19,0.31,0.24,0.11,0.17,0.23,0.09,0.08,0,0.27,0.14,-0.01,0.14
Luciano Narsingh,Luciano,Narsingh,Netherlands,19339,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0,0.25,0,0.22,-1,0,-1,-1,0.13,-0.01,0.14
Quincy Promes,Quincy,Promes,Netherlands,2062,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.39,0.35,0.45,0.56,0.41,0.58,0.08,0.58,0.38,-0.26,0.25
Quincy Promes,Quincy,Promes,Netherlands,2062,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.2,0.33,0.33,0,0.12,-0.26,0.25
Arjen Robben,Arjen,Robben,Netherlands,516,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.39,0.18,0.1,0.15,0.23,0.62,0.72,0.53,0.43,0.43,0.67,0.3,0.42,0.23,0.33,-1,0.38,0.19,0.48
Arjen Robben,Arjen,Robben,Netherlands,516,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.22,2,0.29,-1,0.18,0,0.38,0,0.22,0.4,0.44,2,0.5,1,0.86,-1,-1,0.57,0.19,0.48
Rafael van der Vaart,Rafael,van der Vaart,Netherlands,114799,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.47,0.35,0.48,0.13,0.23,0.42,0.33,0.17,0.27,0.18,0,0.12,0,0,-1,0.23,0.03,0.25
Rafael van der Vaart,Rafael,van der Vaart,Netherlands,114799,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.21,0,0.21,1,0.06,0.17,0.18,0,0.19,0.33,1,-1,-1,-1,-1,-1,-1,0.26,0.03,0.25
Robin van Persie,Robin,van Persie,Netherlands,37162,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0.27,0.43,0.41,0.45,0.5,0.67,0.77,0.62,0.59,0.34,0.46,0.4,0.45,0.65,0,0.45,-0.19,0.36
Robin van Persie,Robin,van Persie,Netherlands,37162,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.21,0,0.6,0.25,0.35,0,0.77,0.25,0.85,0,0.38,0,0,-1,-1,0.26,-0.19,0.36
Georginio Wijnaldum,Georginio,Wijnaldum,Netherlands,300,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.1,0.12,0.14,0.38,0.3,0.43,0.35,0.41,0.26,0.15,0.08,0.12,0.12,0.21,0.07,0.25
Georginio Wijnaldum,Georginio,Wijnaldum,Netherlands,300,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0.09,0,0.33,0,0.07,0.33,1,0.28,0.07,0.25
Steven Davis,Steven,Davis,Northern-Ireland,1749,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,0.11,0,0.03,0.16,0.09,0.1,0.13,0.06,0.1,0,0.12,0,0.12,0,0.03,0.07,0.04,0.09
Steven Davis,Steven,Davis,Northern-Ireland,1749,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.17,-1,0,0,0.1,-1,0.2,0,0.08,0.5,0.11,0,0.21,0,0.11,0.11,0.04,0.09
Jonny Evans,Jonny,Evans,Northern-Ireland,18772,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.1,0,0,0,0,0.03,0.13,0.08,0,0.03,0.06,0.06,0.04,0.04,0.04,0,0.04
Jonny Evans,Jonny,Evans,Northern-Ireland,18772,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.11,-1,0,0,0,0,0,0,0.06,0.2,0.12,0.04,0,0.04
Warren Feeney,Warren,Feeney,Northern-Ireland,232231,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.04,0.1,0.14,0,0.11,-1,-1,-1,-1,-1,0.07,0.08,0.11
Warren Feeney,Warren,Feeney,Northern-Ireland,232231,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0.5,0.25,-1,0.08,0,0.25,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0.15,0.08,0.11
David Healy,David,Healy,Northern-Ireland,117487,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29,0.23,0.13,0.18,0.05,0.17,0.27,0.05,-1,-1,-1,-1,-1,-1,-1,0.17,0.16,0.25
David Healy,David,Healy,Northern-Ireland,117487,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0,0,1,0.33,-1,1.08,0,0.08,-1,0,-1,0.5,-1,-1,-1,-1,-1,-1,0.33,0.16,0.25
Kyle Lafferty,Kyle,Lafferty,Northern-Ireland,1759,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0.11,0.14,0.25,0.21,0.33,0.3,0.3,0.33,0.09,0.22,0.12,0.41,0.17,0.18,0.22,-0.06,0.19
Kyle Lafferty,Kyle,Lafferty,Northern-Ireland,1759,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.36,0,0.33,-1,0.33,-1,0,0,0.47,0,0.25,0,0,0.16,-0.06,0.19
Josh Magennis,Josh,Magennis,Northern-Ireland,19715,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.1,0.04,0.16,0.03,0.2,0.34,0.22,0.22,0.16,0.16,0.16,-0.09,0.12
Josh Magennis,Josh,Magennis,Northern-Ireland,19715,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0.08,0,0.21,0,0.33,0.07,-0.09,0.12
Gareth McAuley,Gareth,McAuley,Northern-Ireland,1742,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.1,0.05,0,0.12,0.07,0.06,0.08,0.06,0.06,0.03,0.18,0,0,0,0.06,-0.01,0.06
Gareth McAuley,Gareth,McAuley,Northern-Ireland,1742,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0.1,-1,0.08,0,0.22,0,0.22,0,0.08,0,0,0.05,-0.01,0.06
Niall McGinn,Niall,McGinn,Northern-Ireland,44817,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,0.25,0.13,0.54,0.33,0.16,0.28,0.27,0.18,0.16,0.19,0.23,-0.17,0.15
Niall McGinn,Niall,McGinn,Northern-Ireland,44817,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0.09,0,0.14,0,0,0,0.4,0.06,-0.17,0.15
Paddy McNair,Paddy,McNair,Northern-Ireland,19242,club,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.17,0.31,0,0.14,0.1,0,0.1
Paddy McNair,Paddy,McNair,Northern-Ireland,19242,nt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.5,0.11,0.1,0,0.1
