full_name,first_name,last_name,country,id,club1991,nt1991,club1992,nt1992,club1993,nt1993,club1994,nt1994,club1995,nt1995,club1996,nt1996,club1997,nt1997,club1998,nt1998,club1999,nt1999,club2000,nt2000,club2001,nt2001,club2002,nt2002,club2003,nt2003,club2004,nt2004,club2005,nt2005,club2006,nt2006,club2007,nt2007,club2008,nt2008,club2009,nt2009,club2010,nt2010,club2011,nt2011,club2012,nt2012,club2013,nt2013,club2014,nt2014,club2015,nt2015,club2016,nt2016,club2017,nt2017,club2018,nt2018,club2019,nt2019,club2020,nt2020
Shaun Maloney,Shaun,Maloney,Scotland,90510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.08,-1,0.19,0.11,0.12,-1,0,0,0.17,-1,0.19,0,0.17,0,0.25,0.1,0.13,0,0.04,0.42,0.07,-1,-1,0,-1,-1,-1,-1
James McFadden,James,McFadden,Scotland,97943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.38,0.05,0,0.18,0.33,0.11,-1,0.26,0.4,0.13,0,0.12,0.33,0.2,-1,0,0,0,-1,0.5,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
John McGinn,John,McGinn,Scotland,19191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,-1,0.08,-1,0,-1,0.1,0,0.12,0,0.14,0,0.19,0,0.1,0.78
Kenny Miller,Kenny,Miller,Scotland,45047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0.08,0.25,-1,-1,0.29,0.33,0.18,-1,0.22,0.4,0.3,0,0.49,0,0.68,0.33,0.22,0.25,-1,0.5,-1,0.17,0.25,-1,0.51,-1,0.26,-1,0.24,-1,0.23,-1,0.33,-1
Steven Naismith,Steven,Naismith,Scotland,44881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.36,-1,0.41,-1,0.18,0,0,0,0.11,0,0.36,0,0.6,0.2,0.11,0,0.25,0.11,0.21,0,0.19,0.27,0.22,1,0.24,0.33,0.56,0.5,0.22,0.5
Robert Snodgrass,Robert,Snodgrass,Scotland,18828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,-1,0.17,-1,0.18,0.5,0.3,0,0.17,0,0.21,0.4,0,-1,0.17,0,0.23,0,0.16,0.5,0.11,0,0.19,0
Filip Djuricic,Filip,Djuricic,Serbia,30536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11,-1,0.08,-1,0.33,0.25,0.27,0,0.05,0.3,0,0,0.05,0,0,-1,0,-1,0.08,-1,0.17,0
Filip ?or?evi?,Filip,?or?evi?,Serbia,30762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33,0,0.11,-1,0.11,-1,0.39,-1,0.2,1,0.62,0.33,0.41,0.22,0.33,-1,0.19,0,0.06,-1,0,-1,0.07,-1,0.29,-1
Branislav Ivanovic,Branislav,Ivanovic,Serbia,1200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,0,0.12,0,0.12,-1,0,0.1,0.08,0,0,0.18,0.13,0,0.11,0.14,0.14,0,0.07,0.12,0.12,0.67,0.04,0.08,0.07,0,0.13,0.13,0.05,-1,0.12,-1
Aleksandar Kolarov,Aleksandar,Kolarov,Serbia,771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,-1,0.09,-1,0.15,-1,0.04,0,0.08,0,0.12,0,0.08,0,0.15,0,0.14,0,0.12,0.43,0.06,0,0.07,0.17,0.02,0,0.06,0.2,0.21,0,0.16,0
Danko Lazovi?,Danko,Lazovi?,Serbia,89024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0.66,-1,0.38,0.25,0.37,0.4,0.2,0,0.29,-1,0.3,0.33,0.09,-1,0.6,0,0.43,-1,-1,0,0.32,-1,0.48,-1,0.23,-1,-1,-1
Adem Ljajic,Adem,Ljajic,Serbia,2002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,-1,0.18,0,0.11,0,0.06,0,0.39,-1,0.18,0,0.21,0.33,0.14,0.25,0.33,1,0.21,0.1,0.26,0.4,0.27,0.12
